2026-06-26 13:53:21.956 INFO  [main] loteId=66 o.t.p.t.i.a.MistralClientAdapter - Lote 66 traduzido em 404 ms (2 -> 2 linha(s))
2026-06-26 14:02:37.897 WARN  [main] loteId=65 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 65 (tamanho 5) falhou na validação (Lote 65 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:37.897 WARN  [main] loteId=65 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 65 dividido após falha de validação: Lote 65 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:38.070 INFO  [main] loteId=65 o.t.p.t.i.a.MistralClientAdapter - Lote 65 traduzido em 172 ms (2 -> 2 linha(s))
2026-06-26 14:02:38.305 INFO  [main] loteId=65 o.t.p.t.i.a.MistralClientAdapter - Lote 65 traduzido em 235 ms (3 -> 3 linha(s))
2026-06-26 14:02:38.919 INFO  [main] loteId=65 o.t.p.t.i.a.MistralClientAdapter - Lote 65 traduzido em 614 ms (10 -> 9 linha(s))
2026-06-26 14:02:38.919 WARN  [main] loteId=65 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 65 (tamanho 10) falhou na validação (Lote 65 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:38.919 WARN  [main] loteId=65 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 65 dividido após falha de validação: Lote 65 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:39.752 INFO  [main] loteId=65 o.t.p.t.i.a.MistralClientAdapter - Lote 65 traduzido em 833 ms (5 -> 5 linha(s))
2026-06-26 14:02:40.586 INFO  [main] loteId=65 o.t.p.t.i.a.MistralClientAdapter - Lote 65 traduzido em 834 ms (5 -> 5 linha(s))
2026-06-26 14:02:40.586 INFO  [main] loteId=65 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 65 traduzido com sucesso.
2026-06-26 14:02:40.886 INFO  [main] loteId=66 o.t.p.t.i.a.MistralClientAdapter - Lote 66 traduzido em 300 ms (20 -> 1 linha(s))
2026-06-26 14:02:40.887 WARN  [main] loteId=66 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 66 (tamanho 20) falhou na validação (Lote 66 retornou 1 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:40.887 WARN  [main] loteId=66 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 66 dividido após falha de validação: Lote 66 retornou 1 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:41.560 INFO  [main] loteId=66 o.t.p.t.i.a.MistralClientAdapter - Lote 66 traduzido em 673 ms (10 -> 10 linha(s))
2026-06-26 14:02:43.454 INFO  [main] loteId=66 o.t.p.t.i.a.MistralClientAdapter - Lote 66 traduzido em 1894 ms (10 -> 10 linha(s))
2026-06-26 14:02:43.454 INFO  [main] loteId=66 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 66 traduzido com sucesso.
2026-06-26 14:02:47.640 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 4186 ms (20 -> 20 linha(s))
2026-06-26 14:02:47.640 INFO  [main] loteId=67 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 67 traduzido com sucesso.
2026-06-26 14:02:48.892 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 1252 ms (20 -> 19 linha(s))
2026-06-26 14:02:48.892 WARN  [main] loteId=68 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 68 (tamanho 20) falhou na validação (Lote 68 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:48.892 WARN  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 68 dividido após falha de validação: Lote 68 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:49.569 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 677 ms (10 -> 10 linha(s))
2026-06-26 14:02:51.016 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 1447 ms (10 -> 9 linha(s))
2026-06-26 14:02:51.016 WARN  [main] loteId=68 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 68 (tamanho 10) falhou na validação (Lote 68 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:51.016 WARN  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 68 dividido após falha de validação: Lote 68 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:51.990 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 974 ms (5 -> 5 linha(s))
2026-06-26 14:02:52.227 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 237 ms (5 -> 1 linha(s))
2026-06-26 14:02:52.227 WARN  [main] loteId=68 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 68 (tamanho 5) falhou na validação (Lote 68 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:52.227 WARN  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 68 dividido após falha de validação: Lote 68 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:52.441 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 214 ms (2 -> 1 linha(s))
2026-06-26 14:02:52.441 WARN  [main] loteId=68 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 68 (tamanho 2) falhou na validação (Lote 68 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:52.441 WARN  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 68 dividido após falha de validação: Lote 68 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:52.753 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 312 ms (1 -> 1 linha(s))
2026-06-26 14:02:53.036 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 283 ms (1 -> 1 linha(s))
2026-06-26 14:02:53.306 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 270 ms (3 -> 1 linha(s))
2026-06-26 14:02:53.306 WARN  [main] loteId=68 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 68 (tamanho 3) falhou na validação (Lote 68 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:53.306 WARN  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 68 dividido após falha de validação: Lote 68 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:53.618 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 312 ms (1 -> 1 linha(s))
2026-06-26 14:02:54.024 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 406 ms (2 -> 2 linha(s))
2026-06-26 14:02:54.024 INFO  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 68 traduzido com sucesso.
2026-06-26 14:02:57.756 INFO  [main] loteId=69 o.t.p.t.i.a.MistralClientAdapter - Lote 69 traduzido em 3732 ms (20 -> 20 linha(s))
2026-06-26 14:02:57.756 INFO  [main] loteId=69 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 69 traduzido com sucesso.
2026-06-26 14:02:59.016 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 1260 ms (20 -> 19 linha(s))
2026-06-26 14:02:59.016 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 20) falhou na validação (Lote 70 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:59.016 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:02:59.640 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 624 ms (10 -> 9 linha(s))
2026-06-26 14:02:59.640 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 10) falhou na validação (Lote 70 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:02:59.640 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:00.006 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 366 ms (5 -> 5 linha(s))
2026-06-26 14:03:00.846 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 840 ms (5 -> 5 linha(s))
2026-06-26 14:03:01.470 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 624 ms (10 -> 9 linha(s))
2026-06-26 14:03:01.470 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 10) falhou na validação (Lote 70 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:01.470 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:01.830 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 360 ms (5 -> 5 linha(s))
2026-06-26 14:03:02.807 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 977 ms (5 -> 5 linha(s))
2026-06-26 14:03:02.808 INFO  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 70 traduzido com sucesso.
2026-06-26 14:03:04.132 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 1324 ms (20 -> 20 linha(s))
2026-06-26 14:03:04.132 INFO  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 71 traduzido com sucesso.
2026-06-26 14:03:05.425 INFO  [main] loteId=72 o.t.p.t.i.a.MistralClientAdapter - Lote 72 traduzido em 1293 ms (20 -> 20 linha(s))
2026-06-26 14:03:05.425 INFO  [main] loteId=72 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 72 traduzido com sucesso.
2026-06-26 14:03:09.105 INFO  [main] loteId=73 o.t.p.t.i.a.MistralClientAdapter - Lote 73 traduzido em 3680 ms (20 -> 20 linha(s))
2026-06-26 14:03:09.105 INFO  [main] loteId=73 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 73 traduzido com sucesso.
2026-06-26 14:03:10.369 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 1264 ms (20 -> 19 linha(s))
2026-06-26 14:03:10.369 WARN  [main] loteId=74 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 74 (tamanho 20) falhou na validação (Lote 74 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:10.369 WARN  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 74 dividido após falha de validação: Lote 74 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:10.982 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 613 ms (10 -> 9 linha(s))
2026-06-26 14:03:10.982 WARN  [main] loteId=74 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 74 (tamanho 10) falhou na validação (Lote 74 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:10.982 WARN  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 74 dividido após falha de validação: Lote 74 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:11.357 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 375 ms (5 -> 5 linha(s))
2026-06-26 14:03:11.580 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 223 ms (5 -> 1 linha(s))
2026-06-26 14:03:11.580 WARN  [main] loteId=74 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 74 (tamanho 5) falhou na validação (Lote 74 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:11.580 WARN  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 74 dividido após falha de validação: Lote 74 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:11.688 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 108 ms (2 -> 1 linha(s))
2026-06-26 14:03:11.688 WARN  [main] loteId=74 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 74 (tamanho 2) falhou na validação (Lote 74 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:11.688 WARN  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 74 dividido após falha de validação: Lote 74 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:11.971 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 283 ms (1 -> 1 linha(s))
2026-06-26 14:03:12.176 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 205 ms (1 -> 1 linha(s))
2026-06-26 14:03:12.284 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 108 ms (3 -> 1 linha(s))
2026-06-26 14:03:12.284 WARN  [main] loteId=74 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 74 (tamanho 3) falhou na validação (Lote 74 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:12.284 WARN  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 74 dividido após falha de validação: Lote 74 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:12.493 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 209 ms (1 -> 1 linha(s))
2026-06-26 14:03:12.601 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 108 ms (2 -> 1 linha(s))
2026-06-26 14:03:12.601 WARN  [main] loteId=74 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 74 (tamanho 2) falhou na validação (Lote 74 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:12.601 WARN  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 74 dividido após falha de validação: Lote 74 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:12.869 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 268 ms (1 -> 1 linha(s))
2026-06-26 14:03:13.052 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 183 ms (1 -> 1 linha(s))
2026-06-26 14:03:14.968 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 1916 ms (10 -> 9 linha(s))
2026-06-26 14:03:14.968 WARN  [main] loteId=74 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 74 (tamanho 10) falhou na validação (Lote 74 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:14.968 WARN  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 74 dividido após falha de validação: Lote 74 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:16.056 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 1088 ms (5 -> 5 linha(s))
2026-06-26 14:03:16.887 INFO  [main] loteId=74 o.t.p.t.i.a.MistralClientAdapter - Lote 74 traduzido em 831 ms (5 -> 5 linha(s))
2026-06-26 14:03:16.887 INFO  [main] loteId=74 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 74 traduzido com sucesso.
2026-06-26 14:03:18.090 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 1203 ms (20 -> 18 linha(s))
2026-06-26 14:03:18.090 WARN  [main] loteId=75 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 75 (tamanho 20) falhou na validação (Lote 75 retornou 18 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:18.090 WARN  [main] loteId=75 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 75 dividido após falha de validação: Lote 75 retornou 18 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:18.638 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 548 ms (10 -> 8 linha(s))
2026-06-26 14:03:18.638 WARN  [main] loteId=75 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 75 (tamanho 10) falhou na validação (Lote 75 retornou 8 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:18.638 WARN  [main] loteId=75 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 75 dividido após falha de validação: Lote 75 retornou 8 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:18.907 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 269 ms (5 -> 1 linha(s))
2026-06-26 14:03:18.907 WARN  [main] loteId=75 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 75 (tamanho 5) falhou na validação (Lote 75 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:18.907 WARN  [main] loteId=75 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 75 dividido após falha de validação: Lote 75 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:19.161 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 254 ms (2 -> 1 linha(s))
2026-06-26 14:03:19.161 WARN  [main] loteId=75 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 75 (tamanho 2) falhou na validação (Lote 75 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:19.161 WARN  [main] loteId=75 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 75 dividido após falha de validação: Lote 75 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:19.475 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 314 ms (1 -> 1 linha(s))
2026-06-26 14:03:19.758 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 282 ms (1 -> 1 linha(s))
2026-06-26 14:03:19.868 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 109 ms (3 -> 1 linha(s))
2026-06-26 14:03:19.869 WARN  [main] loteId=75 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 75 (tamanho 3) falhou na validação (Lote 75 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:19.869 WARN  [main] loteId=75 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 75 dividido após falha de validação: Lote 75 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:20.185 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 316 ms (1 -> 1 linha(s))
2026-06-26 14:03:20.388 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 203 ms (2 -> 2 linha(s))
2026-06-26 14:03:21.467 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 1079 ms (5 -> 5 linha(s))
2026-06-26 14:03:22.077 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 610 ms (10 -> 9 linha(s))
2026-06-26 14:03:22.077 WARN  [main] loteId=75 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 75 (tamanho 10) falhou na validação (Lote 75 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:22.077 WARN  [main] loteId=75 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 75 dividido após falha de validação: Lote 75 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:22.438 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 361 ms (5 -> 5 linha(s))
2026-06-26 14:03:22.814 INFO  [main] loteId=75 o.t.p.t.i.a.MistralClientAdapter - Lote 75 traduzido em 376 ms (5 -> 5 linha(s))
2026-06-26 14:03:22.814 INFO  [main] loteId=75 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 75 traduzido com sucesso.
2026-06-26 14:03:26.541 INFO  [main] loteId=76 o.t.p.t.i.a.MistralClientAdapter - Lote 76 traduzido em 3727 ms (20 -> 20 linha(s))
2026-06-26 14:03:26.541 INFO  [main] loteId=76 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 76 traduzido com sucesso.
2026-06-26 14:03:30.112 INFO  [main] loteId=77 o.t.p.t.i.a.MistralClientAdapter - Lote 77 traduzido em 3571 ms (20 -> 17 linha(s))
2026-06-26 14:03:30.112 WARN  [main] loteId=77 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 77 (tamanho 20) falhou na validação (Lote 77 retornou 17 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:30.112 WARN  [main] loteId=77 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 77 dividido após falha de validação: Lote 77 retornou 17 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:30.394 INFO  [main] loteId=77 o.t.p.t.i.a.MistralClientAdapter - Lote 77 traduzido em 282 ms (10 -> 1 linha(s))
2026-06-26 14:03:30.394 WARN  [main] loteId=77 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 77 (tamanho 10) falhou na validação (Lote 77 retornou 1 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:30.394 WARN  [main] loteId=77 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 77 dividido após falha de validação: Lote 77 retornou 1 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:30.662 INFO  [main] loteId=77 o.t.p.t.i.a.MistralClientAdapter - Lote 77 traduzido em 268 ms (5 -> 1 linha(s))
2026-06-26 14:03:30.662 WARN  [main] loteId=77 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 77 (tamanho 5) falhou na validação (Lote 77 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 14:03:30.662 WARN  [main] loteId=77 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 77 dividido após falha de validação: Lote 77 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 14:03:31.067 INFO  [main] loteId=77 o.t.p.t.i.a.MistralClientAdapter - Lote 77 traduzido em 405 ms (2 -> 2 linha(s))
2026-06-26 14:03:31.287 INFO  [main] loteId=77 o.t.p.t.i.a.MistralClientAdapter - Lote 77 traduzido em 220 ms (3 -> 1 linha(s))
